Date,Open,High,Low,Close,Adj Close,Volume
2021-03-03,115.200768,117.237091,114.703636,116.978966,112.863586,7744898
2021-03-04,116.634796,117.801147,113.537285,114.827919,110.788208,8439651
2021-03-05,115.334610,118.307838,114.961761,117.428299,113.297112,7268968
2021-03-08,117.581261,121.271507,117.476097,119.321220,115.123436,7572203
2021-03-09,119.885277,120.869980,118.699806,118.718925,114.542328,5867014
2021-03-10,119.550667,122.600380,119.130020,122.246651,117.945946,7581199
2021-03-11,122.456978,122.982796,121.204590,121.548759,117.272614,5383657
2021-03-12,121.596558,122.065010,121.042068,121.998085,117.706123,4194565
2021-03-15,122.151054,123.087952,121.931168,122.925430,118.600853,3577948
2021-03-16,122.638626,122.868073,121.739960,122.600380,118.287239,4867247
2021-03-17,122.810707,123.795410,121.883362,123.355644,119.015930,4488804
2021-03-18,123.269600,125.239006,122.170174,124.340347,119.965996,6104142
2021-03-19,124.302101,124.703636,122.877632,123.231361,118.896027,10297870
2021-03-22,122.848946,124.971321,122.265778,124.808792,120.417953,4356485
2021-03-23,124.703636,125.774376,124.091782,124.722755,120.334946,4556794
2021-03-24,125.191208,126.300194,124.827919,124.875717,120.482536,4189230
2021-03-25,124.598473,127.380501,124.063095,127.217972,122.742378,5809484
2021-03-26,127.428299,130.478012,127.265778,130.382416,125.795494,5823710
2021-03-29,130.000000,131.042068,129.550674,129.885284,125.315857,4835344
2021-03-30,129.885284,130.277252,128.126190,128.795410,124.264320,5010758
2021-03-31,128.623322,128.785858,126.873802,127.399620,122.917633,5172575
2021-04-01,127.877632,128.040146,126.453156,127.370934,122.889961,4261404
2021-04-05,127.762909,130.678772,127.533463,129.952194,125.380409,5722980
2021-04-06,129.617584,129.674957,128.193115,128.317398,123.803131,3787566
2021-04-07,127.954109,129.005737,127.896751,128.996170,124.458015,3112896
2021-04-08,128.652008,129.665390,128.260040,129.177826,124.633286,4275211
2021-04-09,128.938812,129.770554,128.785858,129.761002,125.195938,3162999
2021-04-12,129.082214,129.416824,127.963669,128.671127,124.144417,3926684
2021-04-13,127.151054,127.743790,124.646271,125.411087,120.999062,8403041
2021-04-14,125.535370,126.940727,124.780113,126.797325,122.336533,6137928
2021-04-15,127.418739,127.982796,126.405357,126.749519,122.290398,4062664
2021-04-16,127.151054,128.202682,127.103249,127.715103,123.222023,5535223
2021-04-19,127.724663,127.934990,126.749519,127.265778,122.788506,8575736
2021-04-20,131.042068,133.623322,130.688339,132.084137,127.437347,16192708
2021-04-21,131.988525,137.409180,131.653915,137.237091,132.409027,12456814
2021-04-22,137.380493,138.374756,134.799240,135.066925,130.315186,7428064
2021-04-23,135.095596,137.294449,134.751434,136.166351,131.375946,4765576
2021-04-26,136.156784,137.313583,135.258133,135.344162,130.582687,4927497
2021-04-27,135.458893,136.290634,134.560226,135.764816,130.988541,4062664
2021-04-28,136.634796,137.093689,135.850861,136.711288,131.901703,3941433
2021-04-29,137.791580,142.198853,136.692154,137.896744,133.045456,4554179
2021-04-30,137.380493,137.504776,134.369019,135.640533,130.868637,9280321
2021-05-03,137.485657,139.340347,137.237091,138.384323,133.515900,5997241
2021-05-04,138.059280,140.143402,137.982788,139.340347,134.438293,6642623
2021-05-05,139.521988,139.521988,138.594650,138.833649,133.949402,5229895
2021-05-06,138.871887,141.978973,138.795410,141.892929,136.901047,7848661
2021-05-07,139.502869,139.713196,138.212234,139.063095,135.669891,7325661
2021-05-10,139.388138,141.854691,139.388138,139.741867,136.332123,7304636
2021-05-11,138.613770,138.804977,136.615677,137.877625,134.513367,7454214
2021-05-12,137.514343,137.810699,134.933075,135.086044,131.789902,6233742
2021-05-13,135.229446,138.527725,135.066925,137.829834,134.466736,4807207
2021-05-14,138.728485,139.282990,137.629059,138.317398,134.942398,2873780
2021-05-17,138.087952,139.388138,137.982788,138.728485,135.343460,4471755
2021-05-18,138.412994,138.910141,136.931168,137.581268,134.224228,4000009
2021-05-19,136.061188,136.902481,134.722748,136.892929,133.552689,4498532
2021-05-20,136.826004,138.537292,135.908218,137.552582,134.196243,4301675
2021-05-21,137.934998,139.292542,137.934998,138.374756,134.998367,4219041
2021-05-24,138.680695,138.996170,137.839386,138.355637,134.979706,3449290
2021-05-25,138.546844,138.623322,136.902481,137.466537,134.112305,4118311
2021-05-26,137.189301,137.657745,136.749527,137.074570,133.729904,3225655
2021-05-27,137.495224,138.403442,137.313583,137.495224,134.140289,5889294
2021-05-28,137.868073,137.982788,137.179733,137.418732,134.065674,2651192
2021-06-01,138.623322,139.416824,137.428299,137.848953,134.485382,2528705
2021-06-02,138.260040,139.340347,137.772461,139.311661,135.912399,2915097
2021-06-03,138.537292,139.464630,137.705551,139.149139,135.753845,4320608
2021-06-04,139.579346,141.061188,139.349899,140.936905,137.497986,3261323
2021-06-07,141.061188,142.198853,140.697891,141.510513,138.057602,3621984
2021-06-08,141.606125,143.594650,141.606125,142.514343,139.036942,5313785
2021-06-09,142.476105,144.426392,142.275330,144.043976,140.529251,5547252
2021-06-10,144.808792,146.118546,143.173996,143.919693,140.407990,4977391
2021-06-11,143.814529,145.172089,143.757172,144.627151,141.098206,3596462
2021-06-14,144.082214,144.388138,142.122375,143.432129,139.932327,3498661
2021-06-15,143.260040,143.317398,142.065002,142.791580,139.307419,2628912
2021-06-16,143.173996,143.173996,140.745697,141.328873,137.880386,4057329
2021-06-17,141.061188,141.548752,138.891006,139.196945,135.800491,4568300
2021-06-18,138.126190,138.317398,136.749527,136.826004,133.487396,9577699
2021-06-21,137.772461,140.602295,137.724670,140.200760,136.779816,4482633
2021-06-22,140.076477,140.353729,138.957932,139.923523,136.509338,2549102
2021-06-23,139.990433,140.057358,138.212234,138.250473,134.877106,3349920
2021-06-24,139.388138,139.761002,138.326965,139.043976,135.651245,3775746
2021-06-25,138.986618,140.468445,138.575531,140.382416,136.957031,3759533
2021-06-28,140.544937,140.822174,138.537292,138.900574,135.511353,4067789
2021-06-29,138.871887,140.286804,138.718933,139.149139,135.753845,2540211
2021-06-30,138.747604,140.468445,138.346085,140.143402,136.723846,3394375
2021-07-01,140.497131,141.013382,140.124283,140.382416,136.957031,2809661
2021-07-02,140.449326,140.487579,133.326965,133.862335,130.596054,17584515
2021-07-06,133.833649,134.244736,131.070740,132.676865,129.439499,8466010
2021-07-07,132.657745,134.158707,132.657745,133.671127,130.409500,4246446
2021-07-08,131.720840,135.095596,131.606125,134.550674,131.267593,5739820
2021-07-09,135.229446,135.736145,134.646271,135.296371,131.995087,4083689
2021-07-12,135.210327,135.717010,133.957932,134.722748,131.435455,3496360
2021-07-13,134.722748,134.722748,133.489487,134.110901,130.838547,3309858
2021-07-14,134.531555,134.560226,132.820267,133.671127,130.409500,4606061
2021-07-15,133.193115,134.282990,132.695984,134.273422,130.997101,3807126
2021-07-16,134.799240,134.799240,132.495224,132.791580,129.551422,4298328
2021-07-19,130.449326,132.399612,130.219879,131.854691,128.637375,8977086
2021-07-20,136.711288,138.546844,132.600388,133.814529,130.549408,14237838
2021-07-21,133.814529,135.172089,133.508606,135.086044,131.789902,5024984
2021-07-22,135.430206,135.573608,134.235184,134.521988,131.239594,3466653
2021-07-23,134.761002,135.468445,134.158707,135.124283,131.827209,4680013
2021-07-26,135.172089,136.711288,134.923523,136.491394,133.160950,4441630
2021-07-27,136.261948,137.323135,135.372849,136.472275,133.142288,3281302
2021-07-28,136.720840,136.806885,135.411087,135.535370,132.228256,2660815
2021-07-29,136.070740,136.673035,135.372849,135.688339,132.377487,2793761
2021-07-30,135.296371,135.611862,134.598465,134.761002,131.472778,3698238
2021-08-02,135.229446,136.768646,134.827911,135.200760,131.901810,3064257
2021-08-03,135.659653,138.336517,135.420654,137.734222,134.373444,4272596
2021-08-04,137.476105,137.839386,136.204590,136.481842,133.151627,2960285
2021-08-05,136.739960,137.103256,135.965576,136.491394,133.160950,2884240
2021-08-06,136.711288,138.040146,136.606125,137.753342,134.392105,4002833
2021-08-09,135.946457,136.233276,134.770554,135.038239,133.259995,5129689
2021-08-10,135.000000,135.573608,134.168259,135.162521,133.382645,5543695
2021-08-11,135.544937,136.491394,135.277252,135.879547,134.090225,4455960
2021-08-12,136.003830,136.854691,135.831741,136.778198,134.977036,2184780
2021-08-13,136.367111,137.265778,136.175903,136.883362,135.080826,1997965
2021-08-16,136.931168,137.418732,135.975143,137.275330,135.467621,2913319
2021-08-17,136.711288,136.864243,134.885284,136.156784,134.363815,3215195
2021-08-18,135.439774,135.678772,133.260040,133.336517,131.580688,3672192
2021-08-19,132.590820,133.317398,131.175903,131.950287,130.212708,4351465
2021-08-20,131.682602,133.250473,131.233276,132.992355,131.241058,2780059
2021-08-23,133.479919,133.986618,132.695984,133.479919,131.722198,3179422
2021-08-24,133.632889,134.063095,133.193115,133.690247,131.929749,2474418
2021-08-25,133.766724,134.608032,133.326965,133.709366,131.948624,2105389
2021-08-26,133.814529,134.608032,132.609940,132.676865,130.929718,2613640
2021-08-27,132.609940,133.451248,132.313583,133.279160,131.524078,2572637
2021-08-30,133.365204,133.728485,132.715103,132.858505,131.108963,2087293
2021-08-31,133.403442,134.741867,132.839386,134.168259,132.401474,4429915
2021-09-01,133.824097,133.910141,133.068832,133.173996,131.420303,2588327
2021-09-02,133.575531,133.891006,132.915863,133.852768,132.090134,2840413
2021-09-03,133.537292,134.292542,133.173996,133.441681,131.684464,2009575
2021-09-07,133.508606,133.642441,131.701721,131.988525,130.250443,3436110
2021-09-08,132.065002,132.973236,131.548752,132.571701,130.825943,3122728
2021-09-09,131.787766,132.848953,131.510513,131.682602,129.948547,3669682
2021-09-10,132.715103,133.240921,130.975143,130.994263,129.269272,4157955
2021-09-13,132.313583,132.877625,131.462708,132.074570,130.335358,4334729
2021-09-14,132.313583,132.476105,129.388138,130.229446,128.514526,4659198
2021-09-15,130.229446,131.739960,129.703629,131.166351,129.439087,3403579
2021-09-16,131.242828,131.883362,129.741867,130.430206,128.712646,2765624
2021-09-17,129.780121,129.942642,129.110901,129.282990,127.580536,5890340
2021-09-20,128.011475,129.235184,126.940727,128.403442,126.712570,4990152
2021-09-21,129.168259,129.684509,127.093689,127.122368,125.448364,4261927
2021-09-22,127.839386,129.416824,127.600380,128.709366,127.014465,3767901
2021-09-23,129.302109,131.376678,129.091782,130.717010,128.995667,3151807
2021-09-24,131.003830,132.390060,130.736145,131.443588,129.712677,3100762
2021-09-27,131.892929,132.954117,131.434036,132.466537,130.722153,3459017
2021-09-28,133.049713,133.546844,131.175903,131.424469,129.693817,4513072
2021-09-29,131.673035,133.776291,130.439774,133.059280,131.307098,3947499
2021-09-30,133.843216,134.388138,132.409180,132.820267,131.071228,6090230
2021-10-01,134.799240,137.638626,134.196945,137.017212,135.212906,6907889
2021-10-04,136.462708,139.579346,136.089859,137.772461,135.958206,7689251
2021-10-05,138.384323,138.623322,136.367111,136.854691,135.052521,7297524
2021-10-06,136.214142,137.065002,134.694077,136.099426,134.307205,5573506
2021-10-07,136.453156,137.093689,135.305923,135.573608,133.788315,3999695
2021-10-08,135.573608,137.332703,134.847031,136.921600,135.118561,3902940
2021-10-11,137.189301,137.743790,136.137665,136.166351,134.373245,2921792
2021-10-12,135.956024,136.042068,134.130020,134.292542,132.524109,3293436
2021-10-13,134.340347,135.191208,133.518158,134.569794,132.797714,3013003
2021-10-14,134.837479,137.590820,134.808792,137.084137,135.278946,4410668
2021-10-15,137.084137,138.479919,136.510513,138.250473,136.429932,3371049
2021-10-18,137.667297,138.565964,135.525818,136.061188,134.269470,6437189
2021-10-19,134.875717,136.653915,134.340347,135.736145,133.948715,4539117
2021-10-20,135.449326,135.946457,134.512421,135.659653,133.873230,6474008
2021-10-21,127.638626,127.839386,122.466537,122.686424,121.070831,32913959
2021-10-22,122.418739,124.521988,121.042068,122.256210,120.646286,12114981
2021-10-25,121.921608,122.992355,121.357552,122.026772,120.419868,6667204
2021-10-26,121.912048,122.657745,121.185471,121.539200,119.938713,8912861
2021-10-27,121.835564,122.256210,119.512428,119.665390,118.089584,7294176
2021-10-28,119.665390,120.755257,119.139580,120.305923,118.721680,6802138
2021-10-29,119.913956,120.764816,119.416824,119.598473,118.023544,6188973
2021-11-01,119.550667,120.755257,118.393883,120.726578,119.136795,6177153
2021-11-02,120.745697,121.577438,119.416824,120.630974,119.042450,4722062
2021-11-03,120.678780,121.692162,120.152962,121.539200,119.938713,5670784
2021-11-04,123.050003,123.339996,119.900002,120.849998,119.258591,7208700
2021-11-05,121.430000,123.769997,121.430000,123.610001,121.982246,6786500
2021-11-08,123.989998,124.779999,123.529999,124.540001,122.900002,5625300
2021-11-09,122.559998,122.900002,120.260002,120.849998,120.849998,7236600
2021-11-10,121.000000,122.430000,119.930000,120.220001,120.220001,6270300
2021-11-11,120.900002,121.790001,120.080002,120.269997,120.269997,4643300
2021-11-12,120.000000,120.639999,118.779999,118.959999,118.959999,5414800
2021-11-15,119.540001,120.160004,118.309998,118.870003,118.870003,5046300
2021-11-16,118.919998,119.900002,118.419998,118.459999,118.459999,4750800
2021-11-17,118.379997,119.330002,117.779999,118.059998,118.059998,4043300
2021-11-18,118.360001,118.360001,116.309998,116.660004,116.660004,5046900
2021-11-19,116.489998,116.559998,115.269997,116.050003,116.050003,5380200
2021-11-22,116.000000,118.809998,115.190002,116.470001,116.470001,6416200
2021-11-23,116.790001,117.940002,116.040001,116.790001,116.790001,4912800
2021-11-24,116.160004,117.269997,116.080002,116.730003,116.730003,3220800
2021-11-26,115.000000,116.339996,114.559998,115.809998,115.809998,3322000
2021-11-29,118.620003,119.610001,117.529999,118.500000,118.500000,8949800
2021-11-30,117.500000,119.239998,116.449997,117.099998,117.099998,9252700
2021-12-01,118.250000,118.930000,116.849998,116.919998,116.919998,5958300
2021-12-02,117.370003,117.980003,116.559998,116.900002,116.900002,5267100
2021-12-03,117.360001,119.360001,117.360001,118.839996,118.839996,6629200
2021-12-06,119.400002,121.150002,119.400002,119.910004,119.910004,4785600
2021-12-07,120.480003,122.080002,120.070000,121.580002,121.580002,5194000
2021-12-08,122.000000,123.379997,121.519997,123.019997,123.019997,5483900
2021-12-09,122.150002,123.949997,121.790001,123.570000,123.570000,4601100
2021-12-10,124.300003,125.330002,123.360001,124.089996,124.089996,4965300
2021-12-13,123.760002,124.360001,120.790001,122.580002,122.580002,6847500
2021-12-14,122.349998,125.029999,122.300003,123.760002,123.760002,5716100
2021-12-15,123.800003,124.820000,122.180000,123.110001,123.110001,4990000
2021-12-16,123.510002,126.639999,123.480003,125.930000,125.930000,7280500
2021-12-17,125.870003,128.639999,125.209999,127.400002,127.400002,10379000
2021-12-20,125.720001,127.199997,124.699997,127.059998,127.059998,4941400
2021-12-21,127.660004,129.339996,127.660004,128.970001,128.970001,4856000
2021-12-22,129.059998,129.789993,127.599998,129.750000,129.750000,3923200
2021-12-23,130.000000,130.960007,129.520004,130.630005,130.630005,3648400
2021-12-27,130.630005,131.649994,129.949997,131.619995,131.619995,4293900
